,class_number,is_rong,is_new,is_active,online_dur,cust_age,sex,offer_type,month_charge,arpu,avg_flow,month_flow,flow_trend,trmnl_kind,thrmonth_avgarpu,arpu_trend,trmnl_month,is_contract,agr_exp_date,callll_dur,calling_dur,called_dur,roamcall_dur,call_dur_avg,calling_dur_avg,called_dur_avg,roamcall_dur_avg,thrmon_call_trend,thrmon_calling_trend,thrmon_called_trend,thrmon_roamcall_trend,calling_flow,is_zeroflow,is_highflow,is_flow_over,flow_rate,predict,target,prob
771,0,0,0,1,41,50,1,0,7854,4714,34.15126006,90.21421623,2.641607252,1,4171.333333,1.130094294,936,0,-17,4852.6,118.6,32.0,0.0,5400.4,241.4,65.0,0.0,0.898563069,0.491300746,0.492307692,0.0,0.024440506,0,0,1,2.0,0,0,[0.99682749 0.00317251]
499,0,0,0,1,41,52,0,0,4267,2730,0.168368975,0.5051069260000001,3.0,2,2730.0,1.0,113,0,-17,40.0,9.0,3.0,28.0,42.0,11.0,0.0,0.0,0.9523809520000001,0.818181818,0.0,0.0,0.225,1,0,0,0.025292969,0,0,[0.99871116 0.00128884]
153,0,2,0,1,48,34,0,0,5531,7894,46.99889723,72.18896103,1.53597138,2,7898.0,0.9994935429999999,271,0,1,3287.0,51.0,2.0,3234.0,3846.0,153.0,0.0,3690.0,0.854654186,0.333333333,0.0,0.8764227640000001,0.015515668,0,1,0,0.75778388,1,1,[0.03457011 0.96542989]
507,0,2,0,1,36,15,1,0,18505,3321,24.48380438,73.45141315,3.0,2,3194.333333,1.039653553,107,0,23800,1086.1,131.1,58.0,515.0,1141.1,164.1,80.0,0.0,0.951800894,0.798903108,0.725,0.0,0.12070711699999999,0,0,0,0.022323499,0,0,[0.99783704 0.00216296]
568,0,0,0,1,53,51,0,0,21166,5935,39.42555237,101.0693283,2.563548821,2,3445.0,1.722786647,180,0,23800,10285.1,344.1,83.0,9858.0,10934.8,506.8,386.0,10042.0,0.94058419,0.678966062,0.215025907,0.981676957,0.033456165,0,0,0,0.459810014,0,0,[0.99183295 0.00816705]
932,0,2,0,1,61,36,1,0,31315,2776,327.0934668,799.7281494,2.44495299,2,2776.0,1.0,87,0,23800,8631.8,151.8,328.0,8138.0,9920.8,445.8,840.0,0.0,0.870070962,0.34051144,0.39047619,0.0,0.017586135,0,1,0,0.7811803820000001,0,0,[0.97591678 0.02408322]
991,0,2,0,1,40,44,1,0,15988,4274,116.34954450000001,349.0486336,3.0,2,3802.666667,1.1239481070000001,472,0,23800,473.3,33.3,40.0,400.0,551.3,85.3,66.0,0.0,0.8585162340000001,0.39038687,0.606060606,0.0,0.070357067,0,0,0,0.34087944,0,0,[0.97853566 0.02146434]
510,0,2,0,1,44,38,0,0,12747,4163,0.029421171,0.08826351199999999,3.0,0,4194.666667,0.9924507309999999,572,0,23800,39.0,2.0,32.0,0.0,41.0,4.0,0.0,0.0,0.951219512,0.5,0.0,0.0,0.051282050999999995,1,0,0,8.67844e-05,0,0,[9.99563863e-01 4.36137059e-04]
931,0,0,0,1,79,43,0,0,7811,2515,0.0,0.0,0.0,1,1901.6666670000002,1.322524102,268,0,23800,301.3,115.3,186.0,0.0,346.2,135.2,0.0,0.0,0.8703061809999999,0.852810651,0.0,0.0,0.382675075,1,0,0,0.0,0,0,[0.99648216 0.00351784]
630,0,2,0,1,41,42,1,0,10860,4243,16.89322694,50.67968082,3.0,2,4189.666667,1.012729732,113,0,23800,418.4,20.4,0.0,17.4,450.4,47.4,0.0,0.0,0.928952043,0.43037974700000003,0.0,0.0,0.04875717,0,0,0,0.049500465,0,0,[0.99887788 0.00112212]
792,0,0,0,1,44,30,0,0,1834,1900,0.0,0.0,0.0,2,1900.0,1.0,204,0,23800,128.0,0.0,128.0,0.0,143.0,1.0,142.0,0.0,0.895104895,0.0,0.9014084509999999,0.0,0.0,1,0,0,0.0,0,0,[9.99956757e-01 4.32430525e-05]
698,0,0,0,1,23,34,0,0,813,1696,14.65944513,43.97833538,3.0,2,1658.666667,1.022508039,94,0,23800,286.0,0.0,0.0,286.0,313.0,23.0,0.0,0.0,0.9137380190000001,0.0,0.0,0.0,0.0,0,0,1,2.199121094,0,0,[9.99330437e-01 6.69563301e-04]
735,0,2,0,1,44,33,1,0,16591,4163,47.33254973,90.19549179,1.9055701059999999,2,4163.0,1.0,187,0,5,1845.9,8.1,8.8,1842.9,2037.5,12.1,79.4,2030.5,0.90596319,0.669421488,0.110831234,0.9076089629999999,0.004388103,0,0,0,0.088155746,0,0,[0.94630266 0.05369734]
482,0,2,0,1,31,24,1,0,18963,11391,31.1178875,87.44926453,2.810257108,2,7954.333333,1.4320496169999999,258,0,388,3347.0,127.8,105.2,2294.3,3500.6,166.4,161.2,2349.3,0.956121808,0.768028846,0.652605459,0.976588771,0.038183447999999995,0,0,0,0.10944702099999999,0,0,[0.99143029 0.00856971]
522,0,0,0,1,37,0,2,0,8024,7350,1.908492406,0.619827271,0.32477324399999996,2,6086.666667,1.2075575029999999,147,0,23800,16311.6,16206.0,83.6,226.6,17181.8,16378.0,245.8,1095.8,0.949353386,0.9894981070000001,0.34011391399999996,0.20678956,0.99352608,1,0,0,0.0031103520000000003,0,0,[0.9987707 0.0012293]
464,0,2,0,1,39,34,0,0,26703,6430,40.17617925,114.20832630000001,2.8426875939999996,2,6410.0,1.003120125,123,0,-14,148.0,20.0,7.0,40.0,154.0,22.0,0.0,0.0,0.961038961,0.9090909090000001,0.0,0.0,0.135135135,0,0,0,0.055782318,0,0,[0.70863038 0.29136962]
893,0,2,0,1,41,35,1,0,69440,5833,9.052794139,0.0,0.0,0,5166.333333,1.1290405829999999,122,0,8,12457.2,12382.2,75.0,0.0,14197.6,12563.6,271.0,0.0,0.8774159009999999,0.9855614629999999,0.276752768,0.0,0.993979385,1,0,0,0.0,0,0,[0.92996192 0.07003808]
849,0,0,0,1,45,42,1,0,5312,1900,0.078209877,0.234629631,3.0,0,1903.3333329999998,0.998248687,121,0,23800,108.8,2.8,7.0,0.0,123.0,0.0,15.0,0.0,0.884552846,0.0,0.46666666700000003,0.0,0.025735294,1,0,0,0.012255859,0,0,[9.99720932e-01 2.79067540e-04]
53,0,2,0,1,40,29,1,0,26564,14261,1198.353425,3357.28379,2.801580669,2,7070.333333,2.017019471,113,0,23800,30862.2,80.2,64.0,30559.0,31802.2,85.2,0.0,0.0,0.970442296,0.9413145540000001,0.0,0.0,0.002598648,0,1,1,1.639874935,0,1,[0.98572122 0.01427878]
258,0,2,0,1,39,28,1,0,4874,9195,16.09815248,48.29445744,3.0,2,9191.333333,1.000398927,292,0,388,722.0,2.0,0.0,0.0,725.0,5.0,0.0,0.0,0.9958620690000001,0.4,0.0,0.0,0.002770083,0,0,0,0.040249022999999995,0,0,[0.99783532 0.00216468]
659,0,0,0,1,40,48,0,0,2968,1985,22.49121602,29.57449913,1.3149355329999999,2,1928.3333329999998,1.029386344,177,0,23800,3816.0,17.0,34.0,3765.0,4136.3,61.3,82.0,0.0,0.922563644,0.277324633,0.41463414600000004,0.0,0.004454927,0,0,1,1.48046875,0,0,[9.99850494e-01 1.49506103e-04]
578,0,0,0,1,57,33,0,0,13000,2460,0.0,0.0,0.0,0,3018.0,0.815109344,1426,0,23800,481.2,78.2,403.0,0.0,512.4,94.5,417.9,0.0,0.93911007,0.8275132279999999,0.964345537,0.0,0.162510391,1,0,0,0.0,0,0,[9.99721106e-01 2.78894209e-04]
375,0,0,0,1,81,60,0,0,6906,1975,4.438083649,13.31425095,3.0,1,1975.0,1.0,1059,0,23800,168.7,0.0,1.7,168.7,172.4,0.8,4.6,172.4,0.978538283,0.0,0.36956521700000006,0.978538283,0.0,0,0,0,0.665869141,0,0,[9.99812274e-01 1.87725816e-04]
224,0,2,0,1,58,37,0,0,136091,28107,522.9508193,1568.852458,3.0,2,12240.33333,2.296260995,107,0,-21,10931.8,13.9,0.9,10875.9,10939.8,14.9,0.0,0.0,0.999268725,0.932885906,0.0,0.0,0.00127152,0,1,1,3.92293457,0,0,[0.96709574 0.03290426]
284,0,0,0,1,37,59,1,0,6582,6995,19.05655003,56.37891483,2.958505855,1,6931.666667,1.009136812,1195,0,23800,908.0,15.0,23.0,0.0,914.0,18.0,0.0,0.0,0.993435449,0.833333333,0.0,0.0,0.016519824,0,0,1,2.0,0,0,[9.99846918e-01 1.53081993e-04]
691,0,2,0,1,44,28,1,0,10730,4163,642.4665791,1855.4257,2.887972325,0,4163.0,1.0,159,0,5,12844.8,73.5,125.3,4561.3,14040.6,236.2,237.4,5756.1,0.9148326990000001,0.31117696899999997,0.527801179,0.792428902,0.00572216,0,1,1,1.8121500019999999,0,0,[0.98269164 0.01730836]
341,0,0,0,1,58,0,2,0,7415,2900,0.00691541,0.020746231,3.0,0,2233.333333,1.298507463,121,0,23800,12510.0,12432.0,73.0,0.0,12696.2,12550.2,141.0,0.0,0.9853341940000001,0.990581823,0.517730496,0.0,0.993764988,1,0,0,0.001123047,0,0,[0.99889904 0.00110096]
703,0,2,0,1,14,33,0,0,13816,4010,18.13360023,52.79358959,2.9113683389999996,2,3372.666667,1.188970152,121,0,23800,1136.7,61.7,132.0,943.0,1245.7,72.7,0.0,0.0,0.912498997,0.84869326,0.0,0.0,0.054279932999999995,0,0,0,0.132070313,0,0,[0.98619137 0.01380863]
70,0,2,0,1,48,47,1,0,13107,3508,270.2424272,645.6051073,2.388985009,2,3508.0,1.0,133,0,23800,8951.3,38.0,45.3,8681.3,9344.9,56.0,72.9,9056.9,0.9578807690000001,0.6785714290000001,0.621399177,0.9585288559999999,0.0042451929999999995,0,1,1,1.0764713540000002,0,1,[0.99567744 0.00432256]
13,0,2,0,1,34,27,0,0,18261,4708,38.95659892,116.86979679999999,3.0,1,4701.333333,1.001418037,904,0,23800,349.0,12.0,1.0,0.0,350.0,13.0,0.0,0.0,0.997142857,0.923076923,0.0,0.0,0.034383954,0,0,0,0.097414551,1,1,[0.00793589 0.99206411]
387,0,2,0,1,45,28,0,0,76550,4201,47.93726953,143.81180859999998,3.0,1,4201.0,1.0,112,0,23800,26043.3,222.4,188.9,723.4,26668.5,501.6,534.9,0.0,0.976556612,0.44338118,0.353150122,0.0,0.008539624,0,0,0,0.070376396,0,0,[0.9972644 0.0027356]
104,4,2,0,1,93,42,1,0,9250,4995,0.0,0.0,0.0,1,5446.666667,0.917074663,1723,0,23800,72.8,71.8,1.0,0.0,79.8,78.8,0.0,0.0,0.912280702,0.911167513,0.0,0.0,0.986263736,1,0,0,0.0,0,1,[0.96987229 0.03012771]
129,0,2,0,1,44,26,1,0,14494,4163,64.98295434,194.948863,3.0,2,4163.0,1.0,93,0,23800,2964.6,101.6,37.0,2826.0,3343.6,309.6,208.0,0.0,0.8866491209999999,0.328165375,0.177884615,0.0,0.034271065,0,0,0,0.19044589999999997,0,1,[0.99811336 0.00188664]
403,0,2,0,1,44,28,0,0,14712,8396,30.02141476,90.06424427,3.0,1,8349.333333,1.0055892690000001,92,0,5,7905.4,85.4,29.0,31.0,8126.7,284.9,50.8,246.3,0.972768775,0.2997543,0.5708661420000001,0.125862769,0.010802741999999999,0,0,0,0.08797073400000001,0,0,[0.98306451 0.01693549]
650,0,2,0,1,55,50,0,0,18232,10403,306.7124891,920.0941505000001,2.9998587710000004,2,6643.0,1.5660093330000002,792,0,18,17097.5,203.5,307.0,16587.0,18494.3,952.3,953.0,16589.0,0.924474027,0.213693164,0.32214060899999997,0.999879438,0.011902325,0,1,0,0.898957253,0,0,[0.99871296 0.00128704]
283,0,2,0,1,40,43,0,0,27478,3597,0.25047334,0.642162323,2.5637951009999997,2,3650.333333,0.985389462,114,0,23800,1060.0,0.0,4.0,0.0,1067.0,1.0,0.0,0.0,0.99343955,0.0,0.0,0.0,0.0,1,0,0,0.00033474,1,0,[0.45642034 0.54357966]
469,0,0,0,1,53,52,0,0,797,1900,4.160310109,12.48093033,3.0,0,1900.0,1.0,89,0,23800,2444.0,17.0,6.0,2421.0,2546.2,66.2,59.0,0.0,0.959861755,0.256797583,0.101694915,0.0,0.00695581,0,0,0,0.623242188,0,0,[9.99044537e-01 9.55462742e-04]
303,0,0,0,1,27,42,1,0,-857,3541,111.7966623,335.389987,3.0,2,1180.333333,3.0,111,0,23800,231.0,1.0,0.0,230.0,233.0,3.0,0.0,0.0,0.9914163090000001,0.333333333,0.0,0.0,0.004329004,0,0,1,2.794970703,0,0,[9.99351413e-01 6.48587367e-04]
957,0,0,0,1,53,28,1,0,1455,1900,7.2679828010000005,21.8039484,3.0,0,1837.0,1.034295046,1187,0,23800,555.9,16.9,21.0,0.0,641.6,65.6,58.0,0.0,0.8664276809999999,0.257621951,0.362068966,0.0,0.030401151,0,0,1,1.0909179690000002,0,0,[9.99555678e-01 4.44321872e-04]
662,0,0,0,1,34,53,1,0,6546,6520,69.33552933,208.006588,3.0,1,5933.333333,1.098876404,479,0,23800,2406.7,63.3,62.4,104.5,2612.0,195.3,135.7,305.0,0.921401225,0.324116743,0.459837878,0.342622951,0.026301575,0,0,1,1.0400830079999999,0,0,[0.99811274 0.00188726]
952,0,2,0,1,55,58,1,0,22378,7917,62.30473105,186.91419319999997,3.0,2,7917.0,1.0,331,0,-6,3915.7,312.0,316.7,3609.0,4514.1,612.4,614.7,0.0,0.867437584,0.509470934,0.515210672,0.0,0.07967924,0,0,0,0.18261432600000002,1,0,[0.47609543 0.52390457]
93,0,2,0,1,42,34,0,0,13601,3340,84.39842669,253.18580719999997,2.99988776,0,3536.666667,0.944392083,433,0,23800,9448.3,138.3,88.0,0.0,10178.5,608.5,347.0,0.0,0.9282605490000001,0.227280197,0.253602305,0.0,0.014637553999999999,0,0,0,0.123647213,0,1,[0.98911646 0.01088354]
601,0,2,0,1,57,44,0,0,26083,9587,586.9521467999999,1696.531374,2.8904083289999996,2,9603.666667,0.9982645520000001,115,0,23800,7123.4,81.0,97.4,6894.4,7629.4,188.0,0.0,0.0,0.933677616,0.430851064,0.0,0.0,0.011370975,0,1,1,1.6569633480000001,0,0,[0.99786847 0.00213153]
167,0,0,0,1,39,28,1,0,5629,2528,127.5668748,201.0755043,1.57623603,1,2374.333333,1.064719921,667,0,23800,7758.5,56.3,77.2,1323.8,9196.9,79.0,140.9,2704.2,0.843599474,0.712658228,0.547906317,0.489534798,0.007256556999999999,0,0,1,1.6764892580000001,1,1,[0.07200226 0.92799774]
581,0,0,0,1,49,25,1,0,3910,3930,1.5303754809999999,4.591126442,3.0,1,3910.0,1.00511509,104,0,23800,4879.0,50.0,32.0,0.0,5198.0,264.0,137.0,0.0,0.938630242,0.18939393899999998,0.233576642,0.0,0.010248001999999999,1,0,0,0.233984375,0,0,[9.99349426e-01 6.50574131e-04]
622,0,0,0,1,38,58,0,0,3139,1900,0.0,0.0,0.0,0,1900.0,1.0,156,0,23800,171.6,1.6,170.0,0.0,184.4,11.4,0.0,0.0,0.930585683,0.14035087699999999,0.0,0.0,0.009324009,1,0,0,0.0,0,0,[9.99886392e-01 1.13608388e-04]
711,0,0,0,1,77,50,1,0,4192,1900,0.023727417,0.071182251,3.0,1,1900.0,1.0,638,0,23800,41.0,0.0,3.0,0.0,45.0,1.0,0.0,0.0,0.911111111,0.0,0.0,0.0,0.0,1,0,0,0.003662109,0,0,[9.99303193e-01 6.96807133e-04]
549,3,0,0,1,91,32,0,0,15935,7302,16.88677279,50.10404587,2.967058685,2,5882.333333,1.2413441379999999,118,0,23800,18365.0,431.0,183.0,17665.0,19458.2,1008.0,664.2,0.0,0.94381803,0.427579365,0.275519422,0.0,0.023468554,0,0,1,2.0,0,0,[0.99003593 0.00996407]
832,0,0,0,1,104,48,1,0,11384,16120,35.57228629,106.71685890000002,3.0,2,16200.0,0.9950617279999999,203,0,23800,2190.2,89.8,38.4,2108.4,2468.7,297.5,102.2,2223.5,0.887187589,0.301848739,0.375733855,0.948234765,0.041000822,0,0,0,0.043247996,0,0,[0.98600802 0.01399198]
714,0,0,0,1,43,55,1,0,3629,1140,0.0,0.0,0.0,1,1140.0,1.0,1191,0,23800,101.7,22.7,79.0,0.0,111.7,22.7,89.0,0.0,0.910474485,1.0,0.887640449,0.0,0.22320550600000003,1,0,0,0.0,0,0,[0.99869767 0.00130233]
816,0,0,0,1,51,54,0,0,18060,1900,0.0,0.0,0.0,0,1900.0,1.0,108,0,23800,138.0,15.0,123.0,0.0,155.0,25.0,130.0,0.0,0.890322581,0.6,0.946153846,0.0,0.10869565199999999,1,0,0,0.0,0,0,[9.99915948e-01 8.40518874e-05]
406,0,0,0,1,68,46,1,0,7418,3384,54.33900229,99.31665897,1.82772327,2,2520.666667,1.342501984,97,0,23800,22700.9,67.9,61.0,0.0,23359.9,144.9,184.0,0.0,0.971789263,0.46859903399999997,0.331521739,0.0,0.0029910709999999997,0,0,0,0.41003166799999996,0,0,[0.79088948 0.20911052]
249,0,2,0,1,61,29,1,0,31333,20199,16.72112179,50.00810337,2.990714619,2,9532.333333,2.118998496,508,0,23800,32238.0,28746.0,128.0,3363.0,32337.3,28834.3,136.0,0.0,0.996929243,0.996937675,0.9411764709999999,0.0,0.891680625,0,0,0,0.024461746,0,0,[0.99219615 0.00780385]
3,1,0,0,1,25,39,1,0,5972,2930,3.563254992,10.68976498,3.0,2,2913.333333,1.005720824,830,0,23800,3502.0,1.0,0.0,3452.0,3505.0,3.0,0.0,0.0,0.99914408,0.333333333,0.0,0.0,0.000285551,0,0,0,0.5379882810000001,0,1,[9.99793822e-01 2.06177878e-04]
863,0,0,0,1,57,57,1,0,6481,3941,30.49290848,91.47872543,3.0,2,3615.333333,1.090079292,93,0,23800,8775.9,147.9,282.0,8221.0,9950.3,487.3,1117.0,0.0,0.881973408,0.303509132,0.252461952,0.0,0.016852972,0,0,1,4.567871094,0,0,[0.98479603 0.01520397]
75,0,2,0,1,50,44,1,0,17727,4350,366.87820560000006,977.3229761,2.663889436,2,4225.333333,1.029504576,109,0,1,4714.4,60.7,23.7,4633.9,4934.4,94.7,0.0,0.0,0.955415045,0.640971489,0.0,0.0,0.012875445,0,1,0,0.6413676739999999,1,1,[0.36151534 0.63848466]
473,0,0,0,1,56,60,1,0,-36,4924,114.5143363,222.00610260000002,1.938675189,2,3322.666667,1.481942215,161,0,23800,21155.0,19.0,32.0,0.0,22070.6,81.6,130.0,0.0,0.9585149470000001,0.232843137,0.246153846,0.0,0.0008981330000000001,0,0,1,11.11313477,0,0,[0.99736494 0.00263506]
46,0,0,0,1,48,55,1,0,1641,1330,2.587316195,7.761948586,3.0,1,1330.0,1.0,1175,0,23800,2823.0,11.0,27.0,0.0,2897.4,40.4,72.0,0.0,0.974321806,0.272277228,0.375,0.0,0.0038965640000000004,1,0,0,0.391503906,0,1,[9.99939155e-01 6.08445487e-05]
524,0,2,0,1,44,64,1,0,4589,2800,38.23513699,114.70541100000001,3.0,2,2853.333333,0.981308411,296,0,23800,5409.5,79.5,174.0,0.0,5700.4,300.4,244.0,0.0,0.948968493,0.264647137,0.713114754,0.0,0.014696368000000001,0,0,0,0.056032658,0,0,[0.98591972 0.01408028]
200,0,0,0,1,41,29,1,0,34281,4105,17.75477187,53.26431561,3.0,1,3968.333333,1.0344393109999999,727,0,23800,7946.9,142.9,12.0,0.0,7947.9,143.9,0.0,0.0,0.9998741809999999,0.99305073,0.0,0.0,0.017981855,0,0,1,2.0,0,0,[0.9680775 0.0319225]
779,0,2,0,1,31,22,0,0,18949,5964,156.426494,404.9679823,2.5888707980000003,2,5955.333333,1.001455278,312,0,388,9227.3,26.8,109.5,19.2,10284.5,85.0,202.5,571.4,0.897204531,0.315294118,0.540740741,0.03360168,0.002904425,0,0,0,0.289506138,0,0,[0.98246854 0.01753146]
26,0,2,0,1,39,42,1,0,15087,4378,20.18944009,60.56832027,3.0,2,4639.0,0.943737875,95,0,23800,213.0,5.0,0.0,208.0,215.0,7.0,0.0,0.0,0.9906976740000001,0.7142857140000001,0.0,0.0,0.023474178,0,0,0,0.029577732000000002,0,1,[0.99499944 0.00500056]
54,0,2,0,1,40,29,1,0,26564,14261,1198.353425,3357.28379,2.801580669,2,7070.333333,2.017019471,113,0,23800,30862.2,80.2,64.0,30559.0,31802.2,85.2,0.0,0.0,0.970442296,0.9413145540000001,0.0,0.0,0.002598648,0,1,1,1.639874935,0,1,[0.98572122 0.01427878]
906,0,0,0,1,27,28,0,0,2090,1140,0.0,0.0,0.0,0,1140.0,1.0,100,0,23800,14.0,2.0,12.0,0.0,16.0,4.0,0.0,0.0,0.875,0.5,0.0,0.0,0.14285714300000002,1,0,0,0.0,0,0,[9.99691892e-01 3.08108005e-04]
515,0,0,0,1,26,47,0,0,4999,9074,601.3630937,1802.902602,2.998026685,2,4451.333333,2.03849034,114,0,23800,11027.4,41.4,124.0,10862.0,11608.4,147.4,287.0,0.0,0.9499500359999999,0.280868385,0.432055749,0.0,0.003754285,0,1,1,34.66816406,0,0,[0.996759 0.003241]
463,1,0,0,1,24,44,1,0,4753,4820,1943.797037,5794.4333240000005,2.980986807,2,2733.333333,1.763414634,118,0,23800,16998.0,82.0,270.0,16618.0,17684.0,121.0,774.0,0.0,0.961207872,0.67768595,0.348837209,0.0,0.004824097,0,0,1,5.4453125,0,0,[0.99790042 0.00209958]
766,0,2,0,1,37,35,1,0,14691,4800,0.9309469859999999,2.618564606,2.8127966960000004,2,4800.0,1.0,878,0,23800,827.0,1.0,1.0,0.0,919.0,1.0,0.0,0.0,0.899891186,1.0,0.0,0.0,0.00120919,1,0,0,0.002184245,0,0,[0.99192835 0.00807165]
751,0,0,0,1,49,0,2,0,3665,3445,0.0,0.0,0.0,0,2415.0,1.426501035,1505,0,23800,417.9,181.9,236.0,0.0,462.9,185.9,277.0,0.0,0.902786779,0.978483055,0.85198556,0.0,0.43527159600000004,1,0,0,0.0,0,0,[9.99873023e-01 1.26976957e-04]
785,0,0,0,1,44,0,2,0,0,2400,0.0,0.0,0.0,0,2400.0,1.0,100,0,23800,301.0,101.0,200.0,0.0,336.0,125.0,0.0,0.0,0.895833333,0.8079999999999999,0.0,0.0,0.33554817299999995,1,0,0,0.0,0,0,[9.99864989e-01 1.35010724e-04]
146,0,2,0,1,44,46,0,0,33839,9285,1078.702985,2959.720142,2.743776724,2,4507.666667,2.059824004,468,0,4,13878.2,11.5,17.7,13383.7,16084.2,41.5,64.7,15181.7,0.862846769,0.27710843399999996,0.273570325,0.88156794,0.000828638,0,1,1,2.730696675,0,1,[0.98620426 0.01379574]
389,3,2,0,1,45,25,1,0,25057,9704,598.4634177,1782.538082,2.978524718,2,7348.666667,1.320511657,88,0,13,22418.9,247.5,117.4,21908.1,22975.9,261.5,0.0,0.0,0.9757572059999999,0.946462715,0.0,0.0,0.011039792,0,1,1,2.971870117,0,0,[0.96255777 0.03744223]
357,0,0,0,1,27,64,0,0,920,2375,50.87189039,152.61567119999998,3.0,1,1551.666667,1.530612245,107,0,23800,9391.5,33.5,36.0,0.0,9560.1,123.1,115.0,0.0,0.982364201,0.27213647399999996,0.313043478,0.0,0.003567055,0,0,1,7.641796875,0,0,[9.99807971e-01 1.92029365e-04]
286,0,0,0,1,62,37,1,0,15728,2900,1.2838980359999999,0.0,0.0,2,2990.666667,0.96968346,144,0,23800,14937.8,14908.8,29.0,0.0,15038.8,14971.2,0.0,0.0,0.9932840390000001,0.995831997,0.0,0.0,0.9980586159999999,1,0,0,0.0,0,0,[0.99883431 0.00116569]
647,0,0,0,1,38,34,0,0,1789,1209,12.05657768,36.16973305,3.0,2,1186.333333,1.0191064909999998,111,0,23800,191.9,52.5,34.4,19.4,207.3,55.6,46.7,20.8,0.9257115290000001,0.9442446040000001,0.7366167020000001,0.932692308,0.27357999,0,0,1,1.8100097659999999,0,0,[9.99934451e-01 6.55487999e-05]
967,0,0,0,1,32,51,0,0,16785,16546,396.7608709,1019.4720179999999,2.5694872980000003,2,10158.33333,1.6288105,117,0,23800,13061.1,337.1,323.0,9943.0,15119.3,734.3,684.0,11243.0,0.8638693590000001,0.459076672,0.472222222,0.884372498,0.025809465,0,0,0,1.0,0,0,[9.99206220e-01 7.93779758e-04]
322,0,0,0,1,31,21,1,0,627,13983,1334.8523710000002,3992.601559,2.991043538,2,6661.666667,2.099024268,116,0,23800,22953.3,323.3,308.0,22320.0,23211.2,344.2,0.0,0.0,0.988888985,0.939279489,0.0,0.0,0.014085121,0,1,1,1.341484851,0,0,[0.99887635 0.00112365]
687,0,0,0,1,27,46,0,0,1395,3342,9.836908657999999,29.51072598,3.0,2,3651.333333,0.9152820890000001,349,0,23800,2409.7,50.9,11.8,2408.7,2630.8,180.5,103.3,2560.8,0.915957123,0.28199446,0.114230397,0.9406044990000001,0.021122961000000003,0,0,1,1.495117188,0,0,[9.99736795e-01 2.63204972e-04]
535,0,2,0,1,32,33,1,0,19552,4697,304.47231580000005,913.4169473999999,3.0,2,4952.333333,0.948441812,116,0,388,2756.4,98.4,69.0,2500.0,2911.6,209.6,113.0,0.0,0.946695975,0.469465649,0.610619469,0.0,0.035698737,0,1,0,0.761250814,0,0,[0.99768813 0.00231187]
154,0,2,0,1,48,40,1,0,14553,5071,235.00299680000003,644.6415253,2.7431204460000003,2,3987.666667,1.271670986,103,0,23800,10886.0,413.0,177.0,6473.0,12750.2,717.2,501.0,7709.0,0.8537905290000001,0.57585053,0.35329341299999995,0.839667921,0.037938637000000004,0,1,0,0.758651195,1,1,[0.24241129 0.75758871]
270,0,2,0,1,40,33,0,0,24754,3220,18.9263525,56.77905749999999,3.0,2,2924.0,1.10123119,97,0,9,371.0,1.0,0.0,370.0,373.0,3.0,0.0,0.0,0.99463807,0.333333333,0.0,0.0,0.0026954179999999998,0,0,0,0.055458069000000006,0,0,[0.98381543 0.01618457]
415,0,0,0,1,63,49,0,0,1879,4163,0.03301239,0.09903717,3.0,1,4163.0,1.0,479,0,-38,67.4,64.4,0.0,0.0,69.4,66.4,0.0,0.0,0.9711815559999999,0.9698795179999999,0.0,0.0,0.9554896140000001,1,0,0,9.82285e-05,0,0,[0.9587621 0.0412379]
201,0,2,0,1,74,48,1,0,1113,4699,683.8916686000001,2051.675006,3.0,2,4474.333333,1.050212322,87,0,23800,15189.0,1.0,0.0,12760.0,15191.0,3.0,0.0,0.0,0.9998683429999999,0.333333333,0.0,0.0,6.583710000000001e-05,0,1,1,1.001958847,0,0,[0.97536738 0.02463262]
814,0,2,0,1,40,40,1,0,15175,4163,192.7560762,556.0827971,2.884904113,2,5209.666667,0.799091433,375,0,8,10904.6,356.6,120.0,10313.0,12241.7,870.2,386.5,0.0,0.890774974,0.40979085299999995,0.310478655,0.0,0.032701796,0,1,0,0.543270111,0,0,[0.99785117 0.00214883]
30,0,2,0,1,24,46,1,0,11806,2891,154.6777175,464.03315260000005,3.0,2,2891.0,1.0,284,0,23800,10859.6,67.6,14.0,0.0,10999.8,170.8,51.0,0.0,0.9872543140000001,0.395784543,0.27450980399999997,0.0,0.006224906999999999,0,0,0,0.773574219,1,1,[0.00940866 0.99059134]
477,0,0,0,1,46,32,0,0,1179,2400,2.055977821,6.00538826,2.920940196,1,2465.0,0.973630832,1464,0,23800,7538.3,12.3,13.0,0.0,7870.6,136.6,67.0,0.0,0.957779585,0.090043924,0.194029851,0.0,0.001631668,1,0,0,0.301464844,0,0,[9.99919274e-01 8.07260132e-05]
670,0,2,0,1,36,39,1,0,11507,3566,5.580851872999999,16.56601524,2.9683667689999997,2,3569.333333,0.9990661190000001,104,0,23800,103.0,33.0,47.0,23.0,112.0,33.0,0.0,0.0,0.919642857,1.0,0.0,0.0,0.32038835,0,0,0,0.020710449,0,0,[0.9963142 0.0036858]
